time,open,high,low,close,tick_volume,spread,real_volume,SMA_20,EMA_20,SMA_50,EMA_50,SMA_200,EMA_200,RSI,MACD,MACD_SIGNAL,MACD_HIST,ATR,trend,support,resistance,swing_high,swing_low,structure
2024-05-28 14:00:00,2345.73,2348.49,2343.63,2347.48,3084,5,0,,2347.48,,2347.48,,2347.48,,0.0,0.0,0.0,,0,,,False,False,NONE
2024-05-28 15:00:00,2347.34,2357.22,2345.96,2353.31,4851,5,0,,2350.54075,,2350.4532999999997,,2350.409575,,0.13080128205092478,0.07266737891718043,0.05813390313374435,,1,,,False,False,NONE
2024-05-28 16:00:00,2353.29,2364.14,2352.32,2355.13,6192,5,0,,2352.2258950874275,,2352.0749633382216,,2351.998810843243,,0.2231048867629397,0.13432209524740962,0.08878279151553009,,1,,,False,False,NONE
2024-05-28 17:00:00,2354.32,2356.83,2347.99,2355.18,6560,5,0,,2353.0786995012472,,2352.8984063974412,,2352.806077156821,,0.26142387228674124,0.17737825278105854,0.0840456195056827,,1,,,False,False,NONE
2024-05-28 18:00:00,2355.21,2362.13,2352.89,2360.41,8861,5,0,,2354.8520787038824,,2354.5232645565707,,2354.357428728085,,0.4848559417528122,0.2688459137079248,0.2160100280448874,,1,,,False,False,NONE
2024-05-28 19:00:00,2360.32,2362.22,2355.33,2356.74,5066,5,0,,2355.250343862022,,2354.930630511596,,2354.7645171674935,,0.4531238878334989,0.31879549035311683,0.13432839748038206,,1,,,False,False,NONE
2024-05-28 20:00:00,2356.73,2360.09,2353.27,2356.92,4402,5,0,,2355.5660345107017,,2355.2500419861653,,2355.081757659337,,0.4331232146100774,0.34772878737640783,0.08539442723366958,,1,,,False,False,NONE
2024-05-28 21:00:00,2356.84,2357.83,2352.85,2357.16,3282,5,0,,2355.8415594548687,,2355.5235186198174,,2355.35072071934,,0.42416245753520343,0.3660972356510523,0.05806522188415114,,1,,,False,True,NONE
2024-05-28 22:00:00,2357.17,2360.22,2355.82,2358.25,3147,5,0,,2356.227885095008,,2355.877142906518,,2355.6858981049827,,0.46558235664724634,0.38907879214940344,0.0765035644978429,,1,,,False,False,NONE
2024-05-28 23:00:00,2358.18,2361.35,2357.92,2361.13,1575,5,0,,2356.966101123687,,2356.5019065690567,,2356.2551317025323,,0.6365377378137964,0.4445239609503093,0.19201377686348708,,1,,,False,False,NONE
2024-05-29 01:00:00,2360.95,2362.66,2357.99,2359.18,1440,1,0,,2357.2820086085862,,2356.7969146239384,,2356.5345220554887,,0.647258525756115,0.4888811253174761,0.1583774004386389,,1,,,True,False,NONE
2024-05-29 02:00:00,2359.24,2360.81,2358.12,2359.83,1434,5,0,,2357.6291167740856,,2357.1088951733896,,2356.8244999009594,,0.682017770389848,0.5303587768408767,0.15165899354897128,,1,,,False,False,NONE
2024-05-29 03:00:00,2359.55,2361.11,2357.4,2357.9,2409,5,0,,2357.6645656447786,,2357.1853985927605,,2356.9122850438384,,0.5897267542882219,0.5429231034927937,0.04680365079542814,,1,,,False,False,NONE
2024-05-29 04:00:00,2357.89,2359.53,2355.74,2356.51,4587,5,0,,2357.5186721243085,,2357.1236351963566,,2356.8816454915277,,0.4324273018205531,0.5198072993403033,-0.08737999751975023,6.242857142857117,-1,,,False,False,NONE
2024-05-29 05:00:00,2356.46,2360.89,2354.5,2355.73,3880,5,0,,2357.299473840833,,2357.0025171749917,,2356.7993789674656,64.89707475622942,0.2619960585707304,0.46636470713691297,-0.2043686485661826,6.352142857142845,-1,,,False,True,NONE
2024-05-29 06:00:00,2355.68,2359.19,2355.39,2358.2,3030,5,0,,2357.40689782266,,2357.101850553012,,2356.893635546167,60.04932182490711,0.27918556247777815,0.42784463455170463,-0.14865907207392648,5.819285714285733,1,,,False,False,NONE
2024-05-29 07:00:00,2358.21,2359.02,2356.97,2358.29,1991,5,0,,2357.5097690205466,,2357.196279742816,,2356.982509126285,56.99115044247744,0.29439989493766916,0.40054086029096514,-0.10614096535329598,5.121428571428623,1,,,False,False,NONE
2024-05-29 08:00:00,2358.36,2361.37,2356.51,2356.82,3987,5,0,,2357.4310908398497,,2357.1675319793285,,2356.9726930878696,53.41382181515466,0.20975419905198578,0.3616835367315583,-0.1519293376795725,4.837142857142875,-1,,,True,False,NONE
2024-05-29 09:00:00,2356.78,2356.78,2351.17,2355.83,5103,5,0,,2357.2518378570853,,2357.0690081078415,,2356.906986097951,38.42264914054657,0.07864457112555101,0.3042480104430261,-0.22560343931747506,4.5807142857142935,-1,,,False,False,NONE
2024-05-29 10:00:00,2355.84,2356.23,2350.15,2350.55,4238,5,0,2356.5275,2356.513859666031,,2356.6048015175593,,2356.558040438787,35.5306217858824,-0.36753021641561645,0.16832528271365746,-0.5358554991292739,4.522857142857155,-1,2343.63,2364.14,False,False,BOS_BEARISH
2024-05-29 11:00:00,2350.93,2351.82,2344.95,2345.53,4799,5,0,2356.43,2355.3220939771645,,2355.840632895388,,2355.9787278866597,28.288219595882836,-1.039971588730623,-0.0755837553766569,-0.9643878333539659,4.526428571428596,-1,2344.95,2364.14,False,False,BOS_BEARISH
2024-05-29 12:00:00,2345.54,2346.21,2340.93,2345.77,4384,5,0,2356.053,2354.299243590059,,2355.1658509350823,,2355.464356776337,28.288219595882836,-1.5320929163067376,-0.36905099357751686,-1.1630419227292208,4.547857142857181,-1,2340.93,2364.14,False,False,BOS_BEARISH
2024-05-29 13:00:00,2345.71,2347.28,2343.19,2346.55,3925,5,0,2355.6240000000003,2353.479157148103,,2354.6041556081304,,2355.032658887612,27.43055555555597,-1.8426014608103287,-0.6655110784846721,-1.1770903823256567,4.5257142857143595,-1,2340.93,2362.66,False,False,BOS_BEARISH
2024-05-29 14:00:00,2346.52,2347.02,2338.75,2341.75,4142,5,0,2354.9525000000003,2352.250891807733,,2353.787369536105,,2354.4132491266523,15.193965517241367,-2.3920030915942334,-1.0124478436581148,-1.3795552479361186,4.871428571428656,-1,2338.75,2362.66,False,False,BOS_BEARISH
2024-05-29 15:00:00,2341.61,2343.81,2334.61,2337.67,5221,5,0,2353.8154999999997,2350.7383360927097,,2352.7875528897857,,2353.6600897163644,14.114114114114258,-3.0746946209942507,-1.4264612977325244,-1.6482333232617263,5.195000000000066,-1,2334.61,2362.66,False,True,NONE
2024-05-29 16:00:00,2337.79,2347.24,2336.0,2345.73,6001,5,0,2353.2650000000003,2350.2231715251005,,2352.359515148983,,2353.315445313219,31.139646869983892,-3.0041572926184017,-1.7429570464156532,-1.2612002462027485,5.805714285714332,-1,2334.61,2362.66,False,False,NONE
