time,open,high,low,close,tick_volume,spread,real_volume,SMA_20,EMA_20,SMA_50,EMA_50,SMA_200,EMA_200,RSI,MACD,MACD_SIGNAL,MACD_HIST,ATR,trend,support,resistance,swing_high,swing_low,structure,structure_HTF,liquidity_sweep_high,liquidity_sweep_low,bullish_engulf,bearish_engulf,fvg_bullish,fvg_bearish
2025-09-03 13:45:00,3535.09,3541.64,3534.92,3539.96,1214,5,0,3536.2765,3536.406662205467,,3535.8032829391977,,3535.460763633469,63.27140013271346,0.5748938632273166,0.578419826364654,-0.0035259631373374,4.102857142857147,1,3529.46,3541.89,False,False,NONE,NONE,False,False,True,False,False,False
2025-09-03 14:00:00,3540.02,3547.92,3539.92,3546.26,1221,5,0,3536.933,3537.368789159271,,3536.334178191461,,3535.8082136056864,67.536656891495,1.24592985319714,0.7119564998336588,0.5339733533634811,4.273571428571423,1,3529.46,3547.92,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,True,False
2025-09-03 14:15:00,3546.29,3547.11,3544.81,3545.83,1135,5,0,3537.559,3538.192998581346,,3536.810780912158,,3536.1236404071774,67.45752782659585,1.7240827819491642,0.914423807071293,0.8096589748778712,4.2957142857142765,1,3529.46,3547.92,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,True,False
2025-09-03 14:30:00,3545.8,3549.61,3545.64,3548.77,1233,7,0,3538.152,3539.2210746497785,,3537.404507264808,,3536.5132866218514,67.71287416448652,2.3022952884848564,1.1920442309589598,1.1102510575258966,4.146428571428585,1,3529.46,3549.61,True,False,NONE,BOS_BULLISH,False,False,True,False,False,False
2025-09-03 14:45:00,3548.77,3549.33,3544.78,3547.6,1170,5,0,3538.7660000000005,3540.033905438727,,3537.90544689802,,3536.8478984385797,60.527161684345074,2.6390625248577635,1.4814863631972537,1.15757616166051,4.087857142857112,1,3529.46,3549.61,False,False,NONE,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 15:00:00,3547.6,3549.38,3544.43,3545.78,1254,7,0,3539.307,3540.59034269306,,3538.288551247728,,3537.1121353923163,61.63666121112927,2.732925852239532,1.731800879010683,1.0011249732288492,4.0892857142856815,1,3529.46,3549.61,False,False,NONE,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 15:15:00,3545.75,3547.98,3541.35,3547.11,1337,5,0,3540.0644999999995,3541.2206816582034,,3538.7137114623783,,3537.402205811697,61.54855643044596,2.877305862065896,1.9609213670372192,0.9163844950286766,4.404285714285704,1,3531.66,3549.61,False,True,NONE,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 15:30:00,3547.19,3548.56,3544.45,3545.58,1238,6,0,3540.6285000000003,3541.641544884462,,3539.0416949483465,,3537.635031737923,58.541927409261376,2.839439185956053,2.1366368893997567,0.7028022965562961,4.5442857142857065,1,3532.38,3549.61,False,False,NONE,BOS_BULLISH,False,False,False,True,False,False
2025-09-03 15:45:00,3545.43,3551.47,3545.08,3550.4,1267,5,0,3541.453,3542.486013289878,,3539.579649224438,,3537.9918484868085,67.34401831711419,3.149738465755945,2.3392682369709243,0.8104702287850207,4.789285714285695,1,3532.38,3551.47,False,False,BOS_BULLISH,BOS_BULLISH,False,False,True,False,False,False
2025-09-03 16:00:00,3550.37,3557.29,3549.47,3556.8,1471,5,0,3542.464,3543.864506389776,,3540.388652310233,,3538.508291891978,74.17596034696358,3.8523938725275,2.641906545839688,1.2104873266878124,5.12214285714286,1,3532.38,3557.29,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,True,False
2025-09-03 16:15:00,3556.76,3561.24,3553.6,3560.37,1402,5,0,3543.4300000000003,3545.452357826387,,3541.3201337613427,,3539.098252178752,81.70731707317003,4.635676153574423,3.0406743624170582,1.5950017911573644,5.319285714285733,1,3532.38,3561.24,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,True,False
2025-09-03 16:30:00,3560.59,3561.39,3549.44,3551.69,1524,5,0,3544.081,3546.051850188921,,3541.7999996058074,,3539.432361413594,68.66161098585746,4.520844179912729,3.336716578368725,1.1841276015440036,5.960714285714305,1,3532.38,3561.39,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,True,False,False
2025-09-03 16:45:00,3551.66,3555.52,3549.91,3553.84,1453,5,0,3544.7695,3546.7997088233224,,3542.353245403285,,3539.8084170576635,67.91859001258881,4.546756572274717,3.578729974228999,0.968026598045718,6.0271428571428975,1,3532.38,3561.39,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 17:00:00,3553.88,3558.48,3551.48,3553.5,1501,5,0,3545.4385,3547.44259959436,,3542.862019406732,,3540.1601028057985,69.85325852395323,4.488512656248076,3.760689756903815,0.7278228993442615,6.260000000000024,1,3532.38,3561.39,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 17:15:00,3553.52,3565.47,3553.52,3563.07,1508,5,0,3546.678,3548.940977390634,3539.7878,3543.7784864876025,,3540.739455981648,72.63467189030347,5.139902240008269,4.036536190536564,1.1033660494717044,6.635000000000024,1,3532.38,3565.47,True,False,NONE,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 17:30:00,3563.31,3564.8,3558.68,3561.95,1442,8,0,3547.911,3550.1874993748474,3540.2268,3544.597570300749,,3541.2677325908894,67.10268149116996,5.503640752672709,4.32996045327661,1.173680299396099,6.500714285714333,1,3532.38,3565.47,False,False,NONE,BOS_BULLISH,False,False,False,False,True,False
2025-09-03 17:45:00,3561.81,3564.26,3554.46,3558.48,1439,5,0,3549.1165,3550.981623203456,3540.5814,3545.2196777701947,,3541.690109738132,62.93191576364753,5.453538762977587,4.554678167874979,0.8988605951026081,7.03642857142862,1,3532.38,3565.47,False,False,NONE,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 18:00:00,3558.49,3563.76,3557.42,3563.35,1376,5,0,3550.61,3552.165446937767,3541.0820000000003,3546.027622278486,,3542.21398561978,64.33910306844993,5.734374982758709,4.790619254993151,0.9437557277655584,7.205714285714326,1,3532.38,3565.47,False,False,NONE,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 18:15:00,3563.36,3565.01,3562.16,3564.44,1329,6,0,3551.994,3553.339731895402,3541.7386000000006,3546.843771731322,,3542.7440085214657,66.58786446020495,5.974537897333448,5.02740436770853,0.947133529624918,7.0842857142858,1,3534.92,3565.47,False,False,NONE,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 18:30:00,3564.46,3567.28,3561.17,3563.96,1244,5,0,3553.4370000000004,3554.3553174587787,3542.4012,3547.5986103343257,,3543.243010952964,68.3933630109264,6.056652869518075,5.233255030793899,0.8233978387241763,7.167142857142933,1,3534.92,3567.28,False,False,NONE,BOS_BULLISH,True,False,False,False,False,False
2025-09-03 18:45:00,3563.92,3565.54,3561.6,3563.86,1189,5,0,3554.6320000000005,3555.263869355412,3543.0572,3548.312263662732,,3543.7214326662256,67.37912429964706,6.043938052441263,5.395392241750698,0.6485458106905648,6.975000000000072,1,3539.92,3567.28,False,False,NONE,BOS_BULLISH,True,False,False,False,False,False
2025-09-03 19:00:00,3563.92,3565.83,3562.22,3565.32,1234,5,0,3555.585,3556.224796052045,3543.7546,3549.055201410063,,3544.216075639928,70.51122194513725,6.080094619060219,5.532333127097947,0.5477614919622722,6.939285714285786,1,3541.35,3567.28,False,False,NONE,BOS_BULLISH,True,False,False,False,False,False
2025-09-03 19:15:00,3565.31,3568.17,3564.16,3567.84,1163,5,0,3556.6855,3557.3343489626354,3544.4944,3549.8721165194675,,3544.7501851744328,69.03099083369706,6.2378843875931125,5.673443717089714,0.5644406705033989,6.76928571428581,1,3541.35,3568.17,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 19:30:00,3567.8,3569.41,3566.97,3568.98,1116,5,0,3557.696000000001,3558.446490269988,3545.2318,3550.699546854603,,3545.2911453952383,65.01479289940809,6.38032991117052,5.81482122673138,0.5655086844391404,6.385000000000089,1,3541.35,3569.41,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,True,False
2025-09-03 19:45:00,3568.97,3572.54,3568.64,3572.45,1111,5,0,3558.9385,3559.7834553148928,3545.9962,3551.637574518386,,3545.890087516351,64.92832427088473,6.693369378011994,5.990531126262139,0.7028382517498546,6.117857142857247,1,3541.35,3572.54,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,True,False
2025-09-03 20:00:00,3572.45,3573.07,3570.25,3572.26,1142,9,0,3560.2625,3560.974355133027,3546.6952,3552.5234890258585,,3546.46467659157,82.17078511104205,6.847188841739808,6.161862879409791,0.6853259623300163,5.465714285714414,1,3541.35,3573.07,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,True,False
2025-09-03 20:15:00,3572.24,3572.72,3570.78,3571.87,1205,7,0,3561.500500000001,3562.0141348667157,3547.3951999999995,3553.351492480813,,3547.0117704642844,79.84111221449805,6.858693711045362,6.301229182426977,0.557464528618385,5.20357142857152,1,3544.45,3573.07,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,False,False
2025-09-03 20:30:00,3571.72,3574.38,3571.72,3574.35,1143,15,0,3562.939,3563.1911291511915,3548.1684000000005,3554.24699057761,,3547.593746898871,82.22565687789793,6.985846798080729,6.438152812993171,0.547693985087558,4.8935714285715415,1,3545.08,3574.38,False,False,BOS_BULLISH,BOS_BULLISH,False,False,True,False,False,False
2025-09-03 20:45:00,3574.37,3575.98,3573.48,3574.29,1253,13,0,3564.133500000001,3564.2499143307214,3548.9594,3555.098818830636,,3548.155685806574,74.56217162872144,7.001007700044283,6.550723861065386,0.4502838389788977,4.217142857142984,1,3549.44,3575.98,False,False,BOS_BULLISH,BOS_BULLISH,False,False,False,False,True,False
2025-09-03 21:00:00,3574.53,3578.46,3574.23,3578.17,1198,11,0,3565.202,3565.5776221040296,3549.8728,3556.076134607365,,3548.780532519964,81.67968750000117,7.240603539896256,6.688699866118713,0.5519036737775425,4.082142857142961,1,3549.44,3578.46,True,False,NONE,NONE,False,False,False,False,False,False
2025-09-03 21:15:00,3578.16,3578.37,3574.72,3574.81,1177,15,0,3565.9240000000004,3566.4580873667373,3550.7701999999995,3556.867229670431,,3549.316595580948,82.03216947822689,7.079231472041556,6.766806218681299,0.3124252533602574,3.642857142857241,1,3549.44,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-03 21:30:00,3574.76,3574.76,3565.48,3569.49,1423,5,0,3566.814,3566.747194832328,3551.4974,3557.398664069316,,3549.727680454852,61.83500385504985,6.449950402922241,6.703435035162775,-0.2534846322405339,3.8564285714286535,1,3549.91,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-03 21:45:00,3569.38,3571.97,3568.27,3570.38,1205,14,0,3567.641,3567.093559866505,3552.2388,3557.9436220174816,,3550.1441814651616,61.53846153846154,5.954039965894936,6.553555982773791,-0.5995160168788551,3.9171428571429,1,3551.48,3578.46,False,False,NONE,NONE,False,False,False,False,False,True
2025-09-03 22:00:00,3570.4,3571.56,3567.97,3569.45,1148,15,0,3568.4384999999997,3567.318207833317,3552.8896000000004,3558.425329419661,,3550.529589495129,60.48109965635676,5.423780462510422,6.327600832244839,-0.9038203697344168,3.7371428571429015,1,3553.52,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-03 22:15:00,3569.47,3569.97,3561.8,3563.78,1351,5,0,3568.474,3566.9809298925875,3553.4588,3558.6489072043005,,3550.7914891237497,49.87405541561724,4.496122173612548,5.961305040244241,-1.465182866631693,4.039285714285727,1,3554.46,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-03 22:30:00,3563.85,3565.67,3561.63,3563.51,1332,5,0,3568.5520000000006,3566.6500937791498,3554.0298,3558.8513623943168,,3551.040432132244,47.039581288845376,3.696638830967004,5.508371738764489,-1.8117329077974853,4.070000000000001,1,3554.46,3578.46,False,False,NONE,NONE,False,False,False,False,False,True
2025-09-03 22:45:00,3563.59,3564.61,3561.31,3563.68,1238,14,0,3568.8119999999994,3566.3670176304518,3554.6642,3559.0519779116557,,3551.2854719405336,42.629340892983095,3.0416537583782883,5.015028090732098,-1.97337433235381,4.019285714285713,1,3557.42,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-03 23:00:00,3563.62,3564.48,3561.81,3563.82,937,15,0,3568.8355,3566.124281541141,3555.2546,3559.2496142778,,3551.5262037118,40.52167523879535,2.504960798130924,4.513014589917309,-2.008053791786385,4.035714285714286,1,3561.17,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-03 23:15:00,3563.92,3566.09,3563.8,3564.48,751,5,0,3568.8375,3565.9675881095386,3555.8660000000004,3559.465932389538,,3551.772706294221,33.67472347398669,2.1084165065731213,4.032094940834552,-1.92367843426143,3.920714285714277,1,3561.17,3578.46,True,False,NONE,NONE,False,False,False,False,False,False
2025-09-03 23:30:00,3564.42,3564.48,3560.88,3562.3,871,15,0,3568.7545,3565.618101914649,3556.3804,3559.582893097236,,3551.971231625651,31.136363636363956,1.6003068201675887,3.545737290476806,-1.9454304703092171,3.976428571428544,1,3560.88,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-03 23:45:00,3562.33,3562.42,3559.62,3560.62,477,14,0,3568.5925,3565.141855377189,3556.7718,3559.6256063097685,,3552.132891386189,29.685807150596247,1.050326227281403,3.046655056309357,-1.9963288290279544,4.037857142857157,1,3559.62,3578.46,False,True,NONE,NONE,False,False,False,False,False,True
2025-09-04 01:00:00,3560.3,3561.57,3559.66,3560.07,677,10,0,3568.3300000000004,3564.658604104186,3557.1998000000003,3559.643872677206,,3552.279963434866,22.28260869565291,0.5637037618603244,2.55006478028285,-1.9863610184225255,3.9842857142857286,1,3559.62,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-04 01:15:00,3560.07,3563.73,3560.0,3563.6,733,15,0,3568.118,3564.5577436077683,3557.6704000000004,3559.8061789280523,,3552.487935758072,31.713992473486076,0.4569808709557037,2.1314479868606733,-1.6744671159049695,4.072142857142873,1,3559.62,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-04 01:30:00,3563.54,3564.19,3561.78,3562.45,793,12,0,3567.7915,3564.356932161015,3558.117,3559.9144497188754,,3552.669430824304,20.339622641508956,0.2766160305768608,1.7604815874108997,-1.4838655568340389,3.942142857142861,1,3559.62,3578.46,True,False,NONE,NONE,False,False,False,False,True,False
2025-09-04 01:45:00,3562.45,3563.91,3561.25,3561.9,920,12,0,3567.264,3564.122860622139,3558.5894,3559.995621775958,,3552.8362199848875,22.752216124947083,0.0883666229424307,1.426058588608463,-1.3376919656660322,3.871428571428559,1,3559.62,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-04 02:00:00,3561.76,3561.8,3554.63,3555.23,1122,5,0,3566.4125,3563.275666091124,3558.9482000000003,3559.8011205111657,,3552.879125368775,21.525559105431213,-0.5912359192152508,1.0225996813409186,-1.6138356005561694,3.724285714285705,-1,3554.63,3578.46,False,True,NONE,NONE,False,False,False,False,False,False
2025-09-04 02:15:00,3555.16,3561.38,3555.15,3557.97,1106,11,0,3565.7175,3562.770226684689,3559.4202,3559.726505457153,,3552.969650854938,26.924507251764997,-0.8987300481435341,0.6383337310988174,-1.5370637792423514,3.905000000000005,-1,3554.63,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-04 02:30:00,3558.02,3558.94,3555.01,3558.24,791,11,0,3564.9120000000003,3562.338670015502,3559.9154,3559.666025574392,,3553.062639485497,28.631338162408284,-1.1078899675326284,0.2890889882131707,-1.3969789557457992,3.9292857142856974,-1,3554.63,3578.46,False,True,NONE,NONE,False,False,False,False,False,False
2025-09-04 02:45:00,3558.46,3560.63,3556.48,3560.3,840,14,0,3564.2125,3562.1444676017068,3560.3862,3559.691781556474,,3553.1893586268507,42.30769230769207,-1.0950373795767518,0.0122637126518002,-1.107301092228552,3.642142857142874,1,3554.63,3578.46,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-04 03:00:00,3560.73,3560.92,3552.16,3556.77,1203,15,0,3563.1424999999995,3561.632510113591,3560.8196000000003,3559.5732478226405,,3553.2515818421825,36.97836166924203,-1.3537042945304163,-0.2609298903663259,-1.0927744041640906,3.979285714285749,-1,3552.16,3578.37,False,True,NONE,NONE,False,False,False,True,False,False
2025-09-04 03:15:00,3556.78,3561.08,3556.04,3560.06,1078,14,0,3562.405,3561.482719865602,3561.2216,3559.5929681803555,,3553.369024014522,43.758620689655366,-1.278805731370085,-0.4645050595099734,-0.8143006718601113,4.103571428571448,1,3552.16,3574.76,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-04 03:30:00,3560.16,3560.49,3556.9,3557.86,1045,15,0,3561.8235,3561.1376418568025,3561.4536000000003,3559.5228494702783,,3553.4459299843406,40.40566645202812,-1.380846420983744,-0.6477733324838,-0.7330730884999439,4.1692857142857065,-1,3552.16,3571.97,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-04 03:45:00,3557.86,3562.59,3557.51,3561.58,1109,15,0,3561.3835,3561.179777508536,3561.7686,3559.605981547731,,3553.584230114316,45.75029308323544,-1.1486162903242985,-0.7479419243488272,-0.4006743659754712,4.368571428571419,1,3552.16,3571.56,False,False,NONE,NONE,False,False,False,False,False,False
2025-09-04 04:00:00,3561.71,3563.47,3556.96,3561.22,1354,13,0,3560.972,3561.183608740679,3562.0176,3559.6711282039178,,3553.713148683576,48.328173374612405,-0.9822698894881796,-0.7948075174878357,-0.1874623720003438,4.576428571428551,1,3552.16,3569.97,True,False,NONE,NONE,False,False,False,False,False,False
