time,open,high,low,close,tick_volume,spread,real_volume,SMA_20,EMA_20,SMA_50,EMA_50,SMA_200,EMA_200,RSI,MACD,MACD_SIGNAL,MACD_HIST,ATR,trend,support,resistance
2026-01-26 08:55:00,5099.4,5099.41,5076.38,5077.71,3883,4,0,,5077.71,,5077.71,,5077.71,,0.0,0.0,0.0,,0,,
2026-01-26 09:00:00,5077.71,5082.67,5074.06,5081.27,3432,4,0,,5079.579000000001,,5079.525600000001,,5079.4989,,0.07987179487281537,0.04437321937378632,0.03549857549902905,,1,,
2026-01-26 09:05:00,5081.3,5090.23,5080.99,5088.21,2345,4,0,,5082.748251457119,,5082.536948406881,,5082.431685152624,,0.3169815049004683,0.15609792655685267,0.1608835783436156,,1,,
2026-01-26 09:10:00,5088.21,5092.22,5087.14,5091.3,1748,4,0,,5085.2170090399,,5084.860873950421,,5084.682130342054,,0.5286185104041579,0.28229053626122436,0.2463279741429335,,1,,
2026-01-26 09:15:00,5091.07,5095.7,5089.91,5092.74,1678,4,0,,5087.036756533885,,5086.565234293358,,5086.326096096665,,0.6897910573907211,0.4035127284106463,0.2862783289800748,,1,,
2026-01-26 09:20:00,5092.74,5095.61,5090.77,5091.79,1785,4,0,,5088.0394737894185,,5087.5253811968505,,5087.2596640194,,0.7330892808140561,0.4928462982138083,0.2402429826002478,,1,,
2026-01-26 09:25:00,5091.79,5095.67,5090.87,5095.38,1438,4,0,,5089.4273856045265,,5088.7865121173345,,5088.454801991074,,0.9108626952393024,0.5986350966382481,0.3122275986010543,,1,,
2026-01-26 09:30:00,5095.38,5095.64,5091.28,5092.95,1576,4,0,,5090.036287203182,,5089.382659593958,,5089.0365638906105,,0.8998494305778877,0.6710225654207488,0.2288268651571389,,1,,
2026-01-26 09:35:00,5092.95,5093.26,5089.29,5090.7,1444,4,0,,5090.142749981189,,5089.553518476331,,5089.228868981757,,0.7669006688247464,0.693170882960796,0.0737297858639504,,1,,
2026-01-26 09:40:00,5090.7,5090.92,5085.83,5088.59,1759,4,0,,5089.908919288342,,5089.438919635837,,5089.1620690401205,,0.5527481340477607,0.6617080356748887,-0.10895990162712799,,-1,,
2026-01-26 09:45:00,5088.59,5092.75,5088.33,5092.52,1905,4,0,,5090.281501771362,,5089.778319118568,,5089.482826565133,,0.5996192714374047,0.648123368830957,-0.048504097393552326,,1,,
2026-01-26 09:50:00,5092.51,5094.29,5090.36,5092.16,1419,4,0,,5090.537406118697,,5090.023296762743,,5089.7183981567705,,0.6060499932700623,0.6390877722497176,-0.03303777897965532,,1,,
2026-01-26 09:55:00,5092.16,5093.21,5088.46,5089.16,1412,4,0,,5090.357153202597,,5089.9398120562155,,5089.672820232586,,0.43331517936258024,0.5955391424292228,-0.16222396306664255,,-1,,
2026-01-26 10:00:00,5089.16,5096.72,5087.35,5094.73,2016,4,0,,5090.909715992451,,5090.3778619425975,,5090.057994194186,,0.621208882747851,0.6009092712564773,0.020299611491373715,6.948571428571411,1,,
2026-01-26 10:05:00,5094.73,5096.25,5089.99,5091.39,2118,4,0,,5090.968573861707,,5090.465824817804,,5090.153144558149,66.07142857142911,0.5567819330481143,0.591761961256141,-0.0349800282080267,5.750714285714301,1,,
2026-01-26 10:10:00,5091.38,5096.62,5089.71,5096.11,2300,4,0,,5091.58189582068,,5090.934019413397,,5090.554018742333,66.97163769441876,0.7871634596222066,0.6319741329381211,0.15518932668408547,5.629285714285743,1,,
2026-01-26 10:15:00,5096.11,5097.59,5095.04,5096.97,1970,4,0,,5092.209547688707,,5091.413734114195,,5090.962372895701,61.63655685441067,1.0063135687696558,0.7085667321098742,0.29774683665978163,5.151428571428629,1,,
2026-01-26 10:20:00,5096.98,5097.17,5095.37,5096.46,1742,4,0,,5092.694373543495,,5091.799268708997,,5091.294446054195,57.35881346263538,1.1296379700006582,0.7943258791384368,0.33531209086222147,4.917142857142933,1,,
2026-01-26 10:25:00,5096.46,5097.51,5096.07,5096.67,1597,4,0,,5093.139471899533,,5092.1580513857325,,5091.603550460858,55.808454034880725,1.224145167021561,0.8815467215255367,0.34259844549602436,4.606428571428686,1,,
2026-01-26 10:30:00,5096.67,5097.87,5096.04,5096.67,1764,4,0,5091.674,5093.528238801479,,5092.479338956956,,5091.881656397668,57.42092457420939,1.2822142550439821,0.9626148804670512,0.3195993745769309,4.391428571428735,1,5074.06,5099.41
2026-01-26 10:35:00,5096.67,5098.27,5095.43,5095.81,1875,4,0,5092.579,5093.775813405422,,5092.709156769595,,5092.088015702436,50.71310116086285,1.254815147059162,1.0215989659501374,0.23321618110902453,4.2514285714287325,1,5074.06,5098.27
2026-01-26 10:40:00,5095.81,5096.54,5090.2,5093.28,2455,4,0,5093.1795,5093.72272107458,,5092.747406075079,,5092.148074339852,50.545454545454426,1.0489478908157253,1.0271094108298264,0.02183847998589883,4.392857142857273,1,5080.99,5098.27
2026-01-26 10:45:00,5093.28,5093.86,5088.71,5088.91,2299,4,0,5093.2145,5093.213400744627,,5092.497233100149,,5091.991263266309,47.235094223046076,0.5799637333748251,0.9371492442444812,-0.3571855108696561,4.477142857142943,-1,5085.83,5098.27
2026-01-26 10:50:00,5088.91,5089.55,5080.1,5083.05,2322,4,0,5092.802,5092.149099813427,,5091.89693163729,,5091.57430565343,42.331118493909216,-0.19398818372792448,0.7098483605754348,-0.9038365443033592,4.788571428571491,-1,5080.1,5098.27
2026-01-26 10:55:00,5083.05,5084.64,5081.22,5083.41,1947,4,0,5092.3355,5091.242545156739,,5091.370457667196,,5091.207051748001,36.00614439323996,-0.7685380775119484,0.4130497996971136,-1.181587877209062,4.717142857142919,-1,5080.1,5098.27
2026-01-26 11:00:00,5083.39,5090.82,5082.39,5088.74,2988,4,0,5092.183,5090.9851298056665,,5091.2109214689235,,5091.0998328377955,45.44243070362447,-0.8325353886584708,0.16317756954942117,-0.995712958207892,5.038571428571426,-1,5080.1,5098.27
2026-01-26 11:05:00,5088.77,5093.01,5088.39,5089.17,1977,4,0,5091.8725,5090.799835533071,,5091.089737842743,,5091.018681048556,50.01430615164551,-0.842190697902879,-0.038383428530651416,-0.8038072693722276,5.029285714285704,-1,5080.1,5098.27
2026-01-26 11:10:00,5089.17,5091.49,5087.15,5091.21,1876,4,0,5091.7855,5090.841421774964,,5091.096737516911,,5091.026476014474,44.39847231063078,-0.6940336333655068,-0.1697676034517839,-0.524266029913723,4.670000000000008,1,5080.1,5098.27
